0	17000	
1	1000	
2	1000	
3	1000	
4	1000	
5	1000	
6	2000	
7	2000	
8	2000	
9	2000	
10	2000	
11	2000	
12	3000	
13	3000	
14	3000	
15	3000	
16	3000	
17	4000	
18	4000	
19	4000	
20	4000	
21	4000	
22	4000	
23	4000	
24	4000	
25	5000	
26	5000	
27	5000	
28	5000	
29	6000	
30	6000	
31	7000	
32	7000	
33	7000	
34	7000	
35	8000	
36	8000	
37	8000	
38	8000	
39	9000	
40	9000	
41	9000	
42	9000	
43	9000	
44	9000	
45	9000	
46	10000	
47	10000	
48	10000	
49	10000	
50	10000	
51	10000	
52	11000	
53	11000	
54	11000	
55	11000	
56	12000	
57	12000	
58	12000	
59	12000	
60	12000	
61	12000	
62	12000	
63	12000	
64	12000	
65	12000	
66	12000	
67	12000	
68	13000	
69	13000	
70	13000	
71	13000	
72	13000	
73	13000	
74	13000	
75	13000	
76	13000	
77	13000	
78	13000	
79	13000	
80	13000	
81	13000	
82	13000	
83	14000	
84	14000	
85	14000	
86	15000	
87	15000	
88	15000	
89	16000	
90	16000	
91	16000	
92	16000	
93	17000	
94	17000	
95	17000	
96	17000	
97	17000	
98	17000	
99	17000	
