100
0	6	8
1	0	3
2	0	3
3	0	3
4	0	3
5	0	3
6	0	3
7	0	3
8	0	3
9	0	3
10	0	3
11	0	3
12	0	3
13	1	4
14	1	4
15	1	4
16	1	4
17	1	4
18	1	4
19	1	4
20	1	4
21	1	4
22	1	4
23	1	4
24	1	4
25	1	4
26	1	4
27	1	6
28	1	6
29	1	6
30	1	6
31	1	6
32	1	6
33	1	6
34	1	6
35	1	6
36	1	6
37	1	6
38	1	6
39	1	6
40	1	6
41	1	6
42	2	4
43	2	4
44	2	4
45	2	4
46	2	4
47	2	4
48	2	4
49	2	4
50	2	4
51	2	4
52	2	4
53	2	4
54	2	4
55	2	4
56	2	6
57	2	6
58	2	6
59	2	6
60	2	6
61	2	6
62	2	6
63	2	6
64	2	6
65	2	6
66	2	6
67	2	8
68	2	8
69	2	8
70	2	8
71	2	8
72	2	8
73	2	8
74	2	8
75	2	8
76	3	4
77	3	4
78	3	4
79	3	4
80	3	4
81	3	4
82	3	4
83	3	4
84	3	6
85	3	6
86	3	6
87	3	6
88	3	6
89	3	6
90	4	6
91	4	6
92	4	6
93	4	6
94	4	6
95	4	8
96	4	8
97	4	8
98	5	6
99	5	6
