100
0	5	5
1	2	4
2	2	4
3	2	4
4	2	4
5	2	4
6	2	4
7	2	4
8	2	4
9	2	4
10	2	4
11	2	4
12	2	4
13	2	4
14	2	4
15	2	4
16	2	4
17	2	4
18	2	4
19	2	4
20	2	4
21	3	4
22	3	4
23	3	4
24	3	4
25	3	4
26	3	4
27	3	4
28	3	4
29	3	4
30	3	4
31	3	4
32	3	4
33	3	4
34	3	4
35	3	4
36	3	4
37	3	4
38	3	4
39	3	4
40	3	4
41	3	4
42	3	4
43	3	4
44	3	4
45	3	4
46	3	4
47	3	4
48	3	4
49	3	4
50	3	4
51	3	4
52	3	4
53	3	4
54	3	4
55	3	4
56	3	4
57	3	4
58	3	4
59	3	4
60	3	4
61	4	4
62	4	4
63	4	4
64	4	4
65	4	4
66	4	4
67	4	4
68	4	4
69	4	4
70	4	4
71	4	4
72	4	4
73	4	4
74	4	4
75	4	4
76	4	4
77	4	4
78	4	4
79	4	4
80	4	4
81	4	4
82	4	4
83	4	4
84	4	4
85	4	4
86	4	4
87	4	4
88	4	4
89	4	4
90	4	4
91	5	5
92	5	5
93	5	5
94	5	5
95	5	5
96	5	5
97	5	5
98	5	5
99	5	5
