100
0	3	4
1	0	4
2	0	4
3	0	4
4	0	4
5	0	4
6	0	4
7	0	4
8	0	4
9	0	4
10	0	4
11	0	4
12	0	4
13	0	4
14	0	4
15	0	4
16	0	4
17	0	4
18	0	4
19	0	4
20	0	4
21	1	4
22	1	4
23	1	4
24	1	4
25	1	4
26	1	4
27	1	4
28	1	4
29	1	4
30	1	4
31	1	4
32	1	4
33	1	4
34	1	4
35	1	4
36	1	4
37	1	4
38	1	4
39	1	4
40	1	4
41	1	4
42	1	4
43	1	4
44	1	4
45	1	4
46	1	4
47	1	4
48	1	4
49	1	4
50	1	4
51	1	4
52	1	4
53	1	4
54	1	4
55	1	4
56	1	4
57	1	4
58	1	4
59	1	4
60	1	4
61	2	4
62	2	4
63	2	4
64	2	4
65	2	4
66	2	4
67	2	4
68	2	4
69	2	4
70	2	4
71	2	4
72	2	4
73	2	4
74	2	4
75	2	4
76	2	4
77	2	4
78	2	4
79	2	4
80	2	4
81	2	4
82	2	4
83	2	4
84	2	4
85	2	4
86	2	4
87	2	4
88	2	4
89	2	4
90	2	4
91	3	4
92	3	4
93	3	4
94	3	4
95	3	4
96	3	4
97	3	4
98	3	4
99	3	4
